ticket_id,customer_id,timestamp,channel,issue_type,resolution_time_min,was_resolved
T72436,C101479,13/08/2021 00:00,whatsapp,??,,0.0
T71248,C101104,2023-12-23 00:00:00,chat,technical,,
T15930,C100067,03/05/2024 00:00,whatsapp,general,200.0,
T12009,C100135,2022-03-20 00:00:00,whatsapp,??,122.0,1.0
T31167,C101117,2021-02-16 00:00:00,email,??,100.0,1.0
T91232,C101084,14/11/2024 00:00,email,general,56.0,
T38207,C100175,25/05/2021 00:00,phone,general,268.0,0.0
T20416,C101179,15/03/2022 00:00,phone,billing,,0.0
T46634,C100998,2021-04-01 00:00:00,chat,general,108.0,
T37701,C100380,25/11/2022 00:00,chat,,15.0,
T80049,C100642,11/01/2023 00:00,chat,,,1.0
T86553,C100317,12/09/2021 00:00,email,general,79.0,0.0
T26644,C100428,2023-01-17 00:00:00,whatsapp,billing,184.0,
T97094,C100595,2022-08-14 00:00:00,,technical,72.0,0.0
T98539,C100393,2023-02-21 00:00:00,phone,,295.0,1.0
T93780,C100770,2022-10-08 00:00:00,whatsapp,billing,198.0,0.0
T76024,C101123,2022-01-28 00:00:00,whatsapp,,,1.0
T85202,C101243,2024-09-26 00:00:00,,,120.0,0.0
T26170,C100409,12/05/2021 00:00,chat,general,259.0,1.0
T83859,C100182,10/09/2022 00:00,phone,??,297.0,0.0
T50300,C100156,25/06/2024 00:00,phone,general,247.0,0.0
T59142,C101205,12/08/2021 00:00,chat,billing,61.0,
T94591,C100866,2024-08-28 00:00:00,,general,125.0,
T61323,C100480,2021-03-13 00:00:00,,billing,160.0,0.0
T75635,C101296,16/02/2023 00:00,phone,,17.0,
T28331,C100348,2022-10-19 00:00:00,,,224.0,0.0
T60289,C100976,17/10/2021 00:00,chat,,80.0,0.0
T53153,C100252,2021-12-15 00:00:00,chat,??,232.0,0.0
T31874,C101394,2023-01-23 00:00:00,,billing,277.0,1.0
T66495,C100101,2025-01-28 00:00:00,chat,technical,,1.0
T79524,C100550,2025-01-07 00:00:00,phone,,70.0,
T71200,C100892,2025-01-05 00:00:00,,??,281.0,0.0
T84514,C100720,2021-07-12 00:00:00,phone,??,124.0,0.0
T76894,C100158,2022-04-05 00:00:00,chat,??,63.0,
T35976,C101322,2022-01-03 00:00:00,phone,,251.0,
T63972,C101249,2024-04-25 00:00:00,chat,technical,274.0,1.0
T33696,C101404,2021-07-24 00:00:00,email,,88.0,0.0
T63611,C101069,2023-03-20 00:00:00,chat,technical,41.0,1.0
T96384,C101208,2023-01-12 00:00:00,email,technical,116.0,
T75202,C101225,31/08/2021 00:00,,,271.0,
T24239,C100402,2024-07-27 00:00:00,whatsapp,technical,36.0,0.0
T12415,C100649,08/11/2022 00:00,phone,technical,89.0,
T43747,C100561,2023-12-26 00:00:00,chat,,167.0,1.0
T81432,C101230,04/02/2022 00:00,email,billing,264.0,
T79394,C101296,10/10/2022 00:00,phone,,279.0,
T73937,C101248,2022-05-30 00:00:00,,technical,118.0,1.0
T52021,C101424,2021-06-10 00:00:00,email,billing,177.0,0.0
T72167,C101045,2023-04-09 00:00:00,chat,,162.0,0.0
T61338,C101093,20/05/2022 00:00,chat,??,199.0,
T51629,C100144,2023-03-21 00:00:00,chat,general,,1.0
T84210,C100129,14/10/2021 00:00,chat,billing,63.0,0.0
T19605,C101491,2023-07-11 00:00:00,email,??,44.0,0.0
T65060,C101195,2021-12-21 00:00:00,email,technical,263.0,
T62367,C100870,2021-12-10 00:00:00,chat,general,281.0,
T55812,C100869,15/01/2021 00:00,email,??,45.0,0.0
T23141,C101201,26/05/2024 00:00,whatsapp,technical,28.0,
T30847,C101249,25/06/2021 00:00,email,,73.0,1.0
T70869,C100650,04/12/2022 00:00,whatsapp,??,140.0,
T50832,C100696,2022-07-10 00:00:00,whatsapp,technical,65.0,0.0
T45521,C100889,26/01/2023 00:00,phone,,3.0,0.0
T57307,C100093,2023-07-09 00:00:00,phone,billing,123.0,0.0
T28967,C100042,04/07/2022 00:00,email,technical,149.0,0.0
T51691,C100950,07/10/2023 00:00,,??,19.0,1.0
T13650,C101474,2024-11-03 00:00:00,email,??,167.0,
T91476,C100934,2021-11-14 00:00:00,phone,,64.0,0.0
T24004,C100177,12/05/2021 00:00,email,technical,3.0,0.0
T59881,C100090,2021-02-26 00:00:00,whatsapp,??,74.0,0.0
T33209,C100157,2022-10-06 00:00:00,chat,general,,
T83311,C100020,2023-04-23 00:00:00,whatsapp,technical,212.0,
T44854,C100252,24/05/2022 00:00,chat,,74.0,1.0
T28790,C100871,2024-12-23 00:00:00,,general,145.0,1.0
T23460,C100353,14/10/2024 00:00,email,billing,2.0,0.0
T79290,C100801,09/10/2022 00:00,email,general,240.0,
T64689,C100641,2022-04-19 00:00:00,whatsapp,??,175.0,1.0
T53107,C100108,2024-06-02 00:00:00,phone,,162.0,
T46846,C100131,2023-12-15 00:00:00,whatsapp,,108.0,1.0
T90855,C101041,11/10/2022 00:00,chat,technical,262.0,
T91898,C101208,2024-12-23 00:00:00,chat,,80.0,
T21343,C101023,2024-09-02 00:00:00,email,technical,78.0,
T45646,C100879,2023-01-16 00:00:00,phone,billing,196.0,0.0
T46068,C100201,08/01/2024 00:00,phone,general,,
T99837,C100809,27/02/2021 00:00,email,billing,67.0,0.0
T65985,C100132,27/02/2022 00:00,email,technical,213.0,
T13780,C100947,02/07/2023 00:00,,??,177.0,
T25857,C101218,01/11/2022 00:00,phone,,224.0,1.0
T58928,C100512,2024-08-11 00:00:00,whatsapp,??,211.0,0.0
T13851,C100759,2024-10-06 00:00:00,email,billing,26.0,
T34221,C101034,2021-07-23 00:00:00,phone,technical,55.0,1.0
T71219,C100570,27/08/2021 00:00,,general,,
T87221,C101033,2021-08-26 00:00:00,phone,billing,294.0,
T72614,C101434,11/03/2023 00:00,,technical,101.0,
T12707,C100294,2021-07-12 00:00:00,,??,20.0,
T56078,C100873,2022-01-18 00:00:00,chat,billing,,
T67367,C101058,2023-11-09 00:00:00,chat,billing,143.0,
T47667,C100235,2024-04-15 00:00:00,chat,billing,79.0,0.0
T22196,C101165,2021-07-19 00:00:00,chat,billing,,1.0
T88290,C100341,14/03/2024 00:00,whatsapp,,260.0,1.0
T55708,C100927,28/11/2023 00:00,,billing,179.0,0.0
T60494,C101111,04/04/2023 00:00,phone,technical,52.0,
T79758,C101420,2022-10-06 00:00:00,email,??,148.0,0.0
T65382,C100271,31/08/2021 00:00,whatsapp,??,145.0,0.0
T16394,C101334,2022-02-03 00:00:00,phone,??,110.0,1.0
T94063,C100386,12/01/2025 00:00,,billing,252.0,1.0
T98617,C100999,2024-12-28 00:00:00,phone,billing,,
T51995,C100163,29/12/2021 00:00,chat,??,,1.0
T49184,C100546,14/05/2024 00:00,whatsapp,??,106.0,
T48193,C101286,2025-01-21 00:00:00,whatsapp,billing,,0.0
T40514,C100390,2024-07-28 00:00:00,chat,??,2.0,
T77117,C100236,2023-05-07 00:00:00,,general,189.0,
T75594,C100005,2023-02-23 00:00:00,phone,technical,256.0,0.0
T61541,C101011,2021-09-16 00:00:00,chat,,205.0,
T75077,C100009,04/06/2022 00:00,,??,,1.0
T17760,C100172,04/07/2021 00:00,phone,general,267.0,1.0
T14585,C100748,09/06/2023 00:00,,billing,12.0,
T35523,C100631,2023-05-25 00:00:00,,technical,257.0,1.0
T94393,C101000,2023-06-02 00:00:00,whatsapp,general,286.0,0.0
T79678,C100123,18/05/2024 00:00,phone,technical,134.0,0.0
T15293,C101486,21/02/2022 00:00,,billing,222.0,1.0
T36858,C100640,2023-07-23 00:00:00,email,technical,227.0,1.0
T58080,C100427,2021-09-02 00:00:00,email,general,242.0,0.0
T58451,C100480,2025-01-25 00:00:00,phone,billing,251.0,
T40199,C100547,2024-01-21 00:00:00,phone,technical,146.0,1.0
T37893,C100586,2024-05-12 00:00:00,,??,223.0,1.0
T86913,C100327,2024-08-25 00:00:00,phone,,211.0,
T49172,C100691,04/11/2023 00:00,chat,billing,,
T80921,C101122,2021-10-13 00:00:00,phone,billing,258.0,1.0
T31034,C101198,04/07/2021 00:00,chat,??,181.0,1.0
T64142,C101066,2022-03-07 00:00:00,chat,,260.0,1.0
T72898,C101404,2021-04-08 00:00:00,email,general,,1.0
T51386,C101382,2024-08-07 00:00:00,chat,??,24.0,0.0
T30462,C100954,28/10/2022 00:00,email,general,188.0,1.0
T99125,C100354,11/10/2024 00:00,chat,,258.0,
T29221,C100688,25/12/2022 00:00,,general,145.0,1.0
T53101,C100600,2021-05-21 00:00:00,phone,billing,283.0,
T58836,C100680,08/01/2023 00:00,,technical,188.0,
T79348,C100485,02/11/2024 00:00,phone,billing,263.0,
T46700,C100660,2023-05-18 00:00:00,phone,billing,42.0,
T35212,C100731,2023-10-09 00:00:00,email,billing,54.0,1.0
T71789,C100906,2021-01-15 00:00:00,whatsapp,general,145.0,0.0
T53816,C100988,19/10/2021 00:00,,technical,156.0,
T98913,C101285,25/02/2023 00:00,phone,technical,153.0,1.0
T25138,C101234,2021-08-04 00:00:00,,technical,,1.0
T89984,C101232,2022-10-15 00:00:00,chat,general,138.0,1.0
T94938,C101087,13/11/2023 00:00,phone,technical,10.0,0.0
T25920,C101113,11/11/2024 00:00,email,,264.0,
T32321,C100480,24/10/2023 00:00,,technical,252.0,
T18757,C101219,2022-12-16 00:00:00,whatsapp,technical,1.0,
T22487,C100870,23/01/2022 00:00,whatsapp,,244.0,
T62336,C100887,17/07/2021 00:00,email,general,204.0,0.0
T56166,C101046,2021-12-17 00:00:00,whatsapp,billing,51.0,0.0
T17896,C100574,01/04/2022 00:00,email,technical,269.0,0.0
T95939,C101127,2022-06-24 00:00:00,phone,??,278.0,
T17691,C100806,20/12/2023 00:00,chat,??,256.0,1.0
T12974,C100982,2021-01-16 00:00:00,email,general,84.0,0.0
T20146,C100043,2021-09-27 00:00:00,phone,general,293.0,1.0
T50138,C100925,2023-02-17 00:00:00,,technical,271.0,0.0
T14349,C101466,2022-07-22 00:00:00,email,billing,,0.0
T63232,C100325,16/12/2022 00:00,phone,??,8.0,1.0
T72603,C100397,2022-04-17 00:00:00,phone,,272.0,1.0
T14213,C100050,2021-07-07 00:00:00,whatsapp,technical,173.0,0.0
T84105,C100695,2024-09-26 00:00:00,,??,117.0,0.0
T82076,C101053,2021-01-27 00:00:00,email,billing,39.0,1.0
T99977,C100033,10/09/2023 00:00,,,174.0,0.0
T61341,C100852,17/04/2023 00:00,whatsapp,technical,47.0,0.0
T50402,C100672,2024-04-26 00:00:00,whatsapp,,206.0,0.0
T67031,C100762,26/08/2023 00:00,phone,??,170.0,
T55843,C100197,2024-06-27 00:00:00,chat,general,169.0,1.0
T58944,C101487,2023-08-04 00:00:00,chat,general,266.0,1.0
T70415,C101206,2024-04-17 00:00:00,,general,48.0,
T25713,C100268,2021-07-27 00:00:00,email,technical,167.0,1.0
T89420,C100057,2023-07-28 00:00:00,whatsapp,technical,113.0,0.0
T60526,C101253,13/04/2021 00:00,chat,billing,125.0,1.0
T47115,C100812,2022-11-21 00:00:00,chat,billing,143.0,
T33244,C100434,2021-04-01 00:00:00,email,??,108.0,0.0
T62319,C100002,03/10/2023 00:00,email,??,220.0,
T64678,C100044,2024-10-22 00:00:00,email,general,3.0,1.0
T49735,C101324,19/12/2024 00:00,phone,technical,97.0,0.0
T36050,C100432,2024-04-25 00:00:00,whatsapp,technical,277.0,
T36170,C101276,2022-06-29 00:00:00,email,??,158.0,1.0
T52708,C100580,23/04/2023 00:00,chat,billing,259.0,1.0
T65106,C100844,2022-07-05 00:00:00,phone,general,296.0,0.0
T68491,C101071,2024-05-17 00:00:00,phone,technical,249.0,
T19570,C100919,19/03/2022 00:00,phone,technical,111.0,
T22736,C100111,2022-06-25 00:00:00,email,??,90.0,
T25431,C100092,2024-02-20 00:00:00,,general,,1.0
T80604,C100864,2023-02-25 00:00:00,chat,general,262.0,1.0
T56983,C100685,2022-11-25 00:00:00,email,general,233.0,1.0
T99814,C100817,12/04/2022 00:00,whatsapp,technical,,1.0
T85330,C100426,18/11/2021 00:00,chat,??,231.0,1.0
T41033,C101357,2025-01-19 00:00:00,whatsapp,??,76.0,
T35551,C101306,2022-02-17 00:00:00,chat,general,277.0,0.0
T49789,C100866,04/08/2022 00:00,,billing,70.0,
T13614,C100044,2024-12-02 00:00:00,email,,46.0,0.0
T66991,C101051,2023-12-11 00:00:00,chat,,26.0,0.0
T35719,C100040,2024-03-17 00:00:00,whatsapp,billing,267.0,
T85258,C100421,31/12/2023 00:00,phone,general,,
T25451,C100143,29/01/2023 00:00,,billing,260.0,
T85928,C101281,2024-03-17 00:00:00,whatsapp,,201.0,
T25594,C100136,15/01/2021 00:00,email,,,1.0
T16835,C100047,2023-05-25 00:00:00,email,billing,187.0,0.0
T31375,C100888,15/11/2024 00:00,email,general,192.0,0.0
T89704,C100165,01/09/2023 00:00,chat,??,287.0,1.0
T94941,C100816,27/03/2024 00:00,,billing,140.0,1.0
T78549,C100502,2021-01-09 00:00:00,whatsapp,,225.0,0.0
T50596,C101156,2022-01-24 00:00:00,phone,general,68.0,1.0
T22861,C101060,01/12/2021 00:00,phone,general,204.0,1.0
T75714,C100600,2022-10-05 00:00:00,,billing,69.0,0.0
T44752,C100337,2021-07-23 00:00:00,chat,technical,134.0,0.0
T56119,C101376,2021-10-12 00:00:00,,technical,13.0,0.0
T62993,C100650,20/12/2023 00:00,,??,203.0,0.0
T74786,C100126,2021-06-22 00:00:00,,technical,54.0,
T70934,C100246,2021-12-19 00:00:00,chat,technical,97.0,
T18833,C100799,2022-06-21 00:00:00,chat,??,234.0,
T78750,C101370,2023-07-26 00:00:00,email,billing,17.0,
T33740,C100963,2023-02-26 00:00:00,email,??,,0.0
T41981,C101331,2025-01-24 00:00:00,,billing,203.0,0.0
T40621,C101330,2023-11-17 00:00:00,email,general,171.0,0.0
T14722,C101480,2021-05-02 00:00:00,email,billing,256.0,
T20117,C100821,2023-06-28 00:00:00,email,technical,118.0,1.0
T45474,C101032,26/11/2024 00:00,chat,??,136.0,0.0
T82399,C101166,2022-05-23 00:00:00,phone,general,259.0,
T37462,C100996,06/10/2024 00:00,email,billing,209.0,
T14490,C101426,26/07/2023 00:00,phone,??,164.0,0.0
T31187,C101474,2024-05-29 00:00:00,phone,general,226.0,0.0
T16155,C101395,2023-07-26 00:00:00,chat,billing,49.0,
T44326,C100145,2021-11-28 00:00:00,whatsapp,??,,1.0
T61004,C101004,2024-09-05 00:00:00,email,,81.0,0.0
T22296,C100626,2024-12-28 00:00:00,chat,??,94.0,1.0
T57366,C101335,2021-04-01 00:00:00,,,258.0,0.0
T12184,C100145,2024-12-06 00:00:00,chat,general,229.0,1.0
T91027,C100719,17/12/2023 00:00,phone,??,82.0,1.0
T67847,C100592,2022-09-10 00:00:00,whatsapp,,213.0,
T99688,C100537,2024-06-01 00:00:00,email,billing,278.0,0.0
T12819,C100113,06/06/2023 00:00,email,,279.0,
T64871,C100920,2021-06-05 00:00:00,chat,general,232.0,
T48538,C100467,11/10/2024 00:00,whatsapp,,51.0,1.0
T14886,C101200,2021-02-15 00:00:00,phone,,285.0,0.0
T76381,C101128,2022-07-11 00:00:00,chat,??,174.0,1.0
T16717,C100500,2021-02-06 00:00:00,email,billing,147.0,1.0
T96478,C100095,2021-12-30 00:00:00,chat,billing,288.0,1.0
T46075,C101028,2023-09-25 00:00:00,chat,general,151.0,1.0
T40420,C101135,2022-06-21 00:00:00,,??,236.0,
T21891,C100217,2022-12-08 00:00:00,whatsapp,technical,239.0,0.0
T33710,C100372,20/06/2022 00:00,,,168.0,
T57034,C100440,2024-02-28 00:00:00,,??,73.0,
T77056,C100710,2023-06-11 00:00:00,phone,general,182.0,
T25463,C100179,2022-04-22 00:00:00,whatsapp,??,136.0,0.0
T60220,C101344,2024-02-19 00:00:00,chat,general,176.0,
T67469,C100564,2023-07-27 00:00:00,phone,??,273.0,
T38609,C100689,2021-02-10 00:00:00,email,general,136.0,0.0
T47199,C100184,2022-01-05 00:00:00,email,general,42.0,
T20531,C101466,2021-08-23 00:00:00,phone,technical,,0.0
T35114,C101087,2024-02-07 00:00:00,email,billing,261.0,0.0
T13175,C100148,2021-11-22 00:00:00,,,208.0,0.0
T21286,C100935,22/08/2024 00:00,whatsapp,general,161.0,
T14000,C101328,20/07/2021 00:00,,billing,124.0,0.0
T75339,C100660,2022-09-28 00:00:00,chat,general,,
T75915,C101019,08/06/2024 00:00,whatsapp,??,27.0,0.0
T45692,C100973,2022-07-19 00:00:00,email,billing,,1.0
T30904,C101061,2023-06-18 00:00:00,,billing,221.0,0.0
T81692,C101310,27/12/2021 00:00,whatsapp,??,32.0,
T91802,C100221,2022-08-30 00:00:00,phone,billing,15.0,1.0
T45337,C100706,2022-01-31 00:00:00,phone,technical,218.0,
T42393,C100804,22/04/2024 00:00,,technical,14.0,
T24388,C100582,2023-01-10 00:00:00,chat,general,189.0,1.0
T25429,C100585,2022-07-27 00:00:00,phone,??,175.0,
T86097,C101415,2021-08-31 00:00:00,phone,??,152.0,1.0
T34696,C101060,2024-08-05 00:00:00,whatsapp,technical,139.0,
T37984,C101364,20/09/2023 00:00,email,,38.0,1.0
T40417,C100824,21/09/2024 00:00,whatsapp,general,293.0,
T63737,C100146,24/10/2023 00:00,email,general,173.0,1.0
T94459,C100584,2024-12-07 00:00:00,email,??,182.0,0.0
T83281,C100801,18/03/2023 00:00,,,9.0,1.0
T99934,C100273,21/04/2023 00:00,whatsapp,billing,83.0,1.0
T79546,C100290,15/07/2021 00:00,,general,167.0,0.0
T22727,C100148,2023-11-03 00:00:00,phone,billing,265.0,
T87903,C100126,2021-03-12 00:00:00,chat,billing,108.0,0.0
T92817,C101402,23/02/2024 00:00,phone,billing,162.0,
T59556,C100805,2023-04-12 00:00:00,phone,??,261.0,1.0
T89018,C101441,04/10/2023 00:00,email,??,25.0,1.0
T97951,C100599,29/09/2021 00:00,phone,technical,232.0,0.0
T38943,C101374,2021-09-07 00:00:00,phone,,55.0,
T13763,C100903,02/02/2023 00:00,phone,technical,177.0,
T98414,C101313,24/10/2023 00:00,chat,??,33.0,1.0
T86631,C100207,2023-05-17 00:00:00,,,89.0,0.0
T93690,C100297,23/10/2022 00:00,,??,267.0,1.0
T91030,C100121,2021-12-15 00:00:00,phone,general,267.0,
T26050,C100372,27/04/2021 00:00,email,??,,1.0
T51491,C100217,03/11/2021 00:00,phone,technical,8.0,1.0
T35822,C100089,2021-05-09 00:00:00,email,,3.0,1.0
T16793,C101461,11/10/2023 00:00,whatsapp,general,139.0,
T53905,C101037,2024-02-04 00:00:00,chat,,259.0,1.0
T48027,C100187,03/01/2021 00:00,whatsapp,general,188.0,
T12722,C100500,2022-08-08 00:00:00,phone,technical,143.0,0.0
T63194,C100386,21/12/2021 00:00,phone,technical,21.0,
T40399,C101110,2023-06-10 00:00:00,whatsapp,billing,132.0,1.0
T56505,C101333,2023-06-06 00:00:00,whatsapp,??,124.0,0.0
T71034,C100277,2021-02-07 00:00:00,phone,billing,280.0,0.0
T62901,C100955,2021-05-08 00:00:00,,??,270.0,1.0
T55840,C100250,09/07/2021 00:00,,technical,,0.0
T65655,C101301,2024-01-29 00:00:00,whatsapp,??,199.0,1.0
T20033,C100065,18/08/2024 00:00,email,,290.0,0.0
T53186,C101491,28/01/2022 00:00,chat,technical,207.0,
T58153,C101172,2023-09-19 00:00:00,phone,,157.0,0.0
T82670,C100665,2023-04-17 00:00:00,whatsapp,??,31.0,
T62876,C101401,05/07/2021 00:00,phone,billing,256.0,1.0
T54734,C100825,08/09/2023 00:00,,,172.0,
T32642,C101300,2021-01-12 00:00:00,whatsapp,general,123.0,1.0
T26330,C100816,2023-10-12 00:00:00,email,billing,98.0,
T97649,C100355,28/04/2022 00:00,email,billing,156.0,
T58886,C101420,2024-12-17 00:00:00,email,billing,143.0,0.0
T72435,C100472,2022-05-23 00:00:00,,??,263.0,
T28789,C101352,2022-04-08 00:00:00,email,??,92.0,0.0
T41558,C100756,10/02/2021 00:00,,,,1.0
T78332,C101267,2023-03-17 00:00:00,whatsapp,general,126.0,0.0
T61656,C100520,2022-04-05 00:00:00,,technical,269.0,0.0
T91464,C100285,2024-02-23 00:00:00,email,billing,67.0,
T54328,C100844,2022-03-14 00:00:00,phone,technical,289.0,1.0
T40445,C100260,18/04/2024 00:00,phone,technical,292.0,0.0
T38578,C100219,2021-10-22 00:00:00,,general,271.0,1.0
T18208,C100759,2022-06-04 00:00:00,whatsapp,billing,,
T20680,C101267,06/12/2023 00:00,chat,billing,100.0,0.0
T20307,C100797,01/01/2025 00:00,whatsapp,general,37.0,1.0
T34230,C100871,2022-02-02 00:00:00,email,??,194.0,0.0
T56946,C100333,31/10/2022 00:00,phone,technical,157.0,
T75811,C100000,14/07/2023 00:00,whatsapp,general,60.0,0.0
T49622,C100608,11/03/2021 00:00,email,technical,226.0,0.0
T70016,C100371,2023-10-05 00:00:00,chat,,263.0,1.0
T93143,C101175,19/01/2024 00:00,,billing,,0.0
T11573,C100648,23/10/2024 00:00,chat,technical,88.0,1.0
T66592,C100228,2021-12-03 00:00:00,email,??,239.0,1.0
T47756,C100876,2022-10-24 00:00:00,phone,billing,102.0,1.0
T94960,C100399,2021-12-21 00:00:00,chat,??,59.0,
T76307,C100776,05/06/2021 00:00,phone,billing,268.0,1.0
T56003,C100635,17/06/2024 00:00,,general,17.0,0.0
T82422,C100543,24/12/2024 00:00,whatsapp,billing,231.0,0.0
T61453,C100557,11/05/2021 00:00,whatsapp,,9.0,1.0
T41359,C100329,2022-08-19 00:00:00,email,general,111.0,
T77611,C100868,2024-05-31 00:00:00,,,56.0,0.0
T92048,C100265,2021-11-05 00:00:00,email,billing,143.0,0.0
T72949,C100881,29/05/2021 00:00,,??,265.0,0.0
T55369,C101264,2024-03-28 00:00:00,whatsapp,general,17.0,1.0
T92313,C100048,2021-08-25 00:00:00,chat,??,100.0,
T49891,C101062,2021-05-03 00:00:00,,general,299.0,1.0
T17532,C100736,11/07/2021 00:00,chat,general,163.0,0.0
T24487,C100832,2021-07-31 00:00:00,email,technical,260.0,1.0
T99790,C100064,2021-05-09 00:00:00,email,general,104.0,0.0
T79670,C100506,2023-06-23 00:00:00,,,78.0,0.0
T74156,C101279,2022-09-09 00:00:00,phone,??,209.0,
T22738,C100930,2024-09-05 00:00:00,,,218.0,
T71000,C100671,2021-02-25 00:00:00,whatsapp,billing,231.0,0.0
T57335,C100100,2022-10-27 00:00:00,phone,general,130.0,0.0
T71288,C100473,17/11/2022 00:00,,??,210.0,
T86537,C100380,28/10/2023 00:00,whatsapp,,,0.0
T59889,C101053,2021-04-06 00:00:00,whatsapp,,,0.0
T10726,C101397,21/02/2021 00:00,email,technical,275.0,
T44274,C101145,24/09/2022 00:00,phone,??,209.0,1.0
T34032,C100561,21/08/2021 00:00,email,,108.0,0.0
T90963,C100510,08/05/2023 00:00,whatsapp,billing,201.0,
T82520,C100881,2024-11-17 00:00:00,email,billing,178.0,
T68679,C100635,2022-11-15 00:00:00,phone,billing,26.0,
T47764,C100326,2023-04-05 00:00:00,,??,17.0,1.0
T24770,C100394,2024-09-23 00:00:00,,,73.0,1.0
T93501,C101113,30/12/2024 00:00,chat,billing,211.0,0.0
T83826,C100748,27/08/2022 00:00,,billing,120.0,
T81986,C100588,2024-05-31 00:00:00,email,general,66.0,1.0
T32052,C101182,2023-09-24 00:00:00,,??,33.0,1.0
T15250,C100193,2022-07-18 00:00:00,chat,general,128.0,0.0
T15840,C100672,15/11/2022 00:00,,billing,84.0,1.0
T29712,C100435,2023-02-02 00:00:00,email,??,38.0,0.0
T49690,C101000,2021-02-15 00:00:00,whatsapp,general,,0.0
T37324,C100440,16/02/2021 00:00,,??,208.0,
T85159,C100981,2022-07-01 00:00:00,whatsapp,billing,75.0,0.0
T35777,C100131,2022-07-02 00:00:00,whatsapp,,199.0,
T57982,C101143,2023-06-28 00:00:00,,technical,10.0,
T25527,C100115,2021-06-29 00:00:00,whatsapp,general,38.0,1.0
T52383,C101280,2022-03-05 00:00:00,phone,billing,259.0,1.0
T80849,C100516,2023-04-20 00:00:00,email,??,70.0,0.0
T51045,C100904,23/06/2021 00:00,whatsapp,??,157.0,0.0
T43486,C101066,2024-11-23 00:00:00,phone,general,94.0,
T53981,C100251,15/02/2023 00:00,phone,??,17.0,
T93331,C101135,2022-09-16 00:00:00,,,179.0,
T75730,C100308,2024-12-05 00:00:00,phone,billing,17.0,
T93312,C100608,2021-04-08 00:00:00,whatsapp,technical,13.0,
T26911,C100183,2022-04-09 00:00:00,phone,,210.0,
T36780,C100073,05/11/2023 00:00,phone,,287.0,1.0
T12653,C100601,09/12/2024 00:00,,general,22.0,1.0
T98659,C100508,29/10/2021 00:00,email,??,213.0,1.0
T61562,C100443,2024-10-04 00:00:00,whatsapp,technical,8.0,
T75972,C100485,2022-04-07 00:00:00,phone,general,238.0,
T72042,C100476,2022-04-29 00:00:00,,billing,,
T71415,C100535,2024-06-18 00:00:00,email,,262.0,0.0
T39339,C100330,11/01/2024 00:00,chat,,169.0,1.0
T52748,C101376,06/09/2022 00:00,chat,technical,156.0,0.0
T36459,C101145,2021-11-24 00:00:00,,,38.0,0.0
T11246,C100194,08/02/2023 00:00,chat,technical,113.0,
T79859,C100661,01/07/2023 00:00,chat,??,34.0,1.0
T19984,C100465,2023-11-26 00:00:00,email,,284.0,
T98162,C101342,2024-03-06 00:00:00,phone,billing,298.0,1.0
T29742,C100359,2024-07-09 00:00:00,whatsapp,technical,141.0,
T85453,C100398,2024-09-11 00:00:00,whatsapp,??,272.0,
T40060,C100239,2023-03-21 00:00:00,,billing,256.0,
T20265,C100746,20/09/2024 00:00,phone,??,214.0,
T19033,C100138,02/09/2022 00:00,,technical,18.0,1.0
T46897,C100532,14/03/2023 00:00,email,,98.0,
T81882,C100368,2023-12-31 00:00:00,chat,??,134.0,1.0
T74058,C100684,2021-12-17 00:00:00,chat,general,297.0,1.0
T54271,C100748,29/01/2023 00:00,chat,technical,157.0,0.0
T37442,C100825,2024-06-27 00:00:00,phone,technical,80.0,1.0
T41457,C100703,2024-09-25 00:00:00,,technical,292.0,1.0
T45519,C100280,09/10/2023 00:00,whatsapp,general,135.0,0.0
T92490,C101455,2025-01-02 00:00:00,phone,technical,97.0,0.0
T21013,C100182,2024-07-03 00:00:00,chat,technical,28.0,0.0
T89128,C101460,09/12/2023 00:00,whatsapp,??,250.0,
T96189,C100728,12/02/2022 00:00,email,,264.0,
T32007,C100846,17/06/2022 00:00,,technical,6.0,0.0
T67668,C100509,2024-10-21 00:00:00,email,technical,217.0,0.0
T20896,C100014,2021-06-04 00:00:00,email,??,286.0,1.0
T90792,C101206,23/01/2023 00:00,phone,??,,1.0
T39692,C100780,11/11/2022 00:00,email,??,27.0,
T75041,C100110,2023-10-14 00:00:00,email,??,231.0,0.0
T27581,C101362,2022-06-23 00:00:00,email,,175.0,0.0
T69762,C100054,2023-10-05 00:00:00,phone,technical,135.0,1.0
T29236,C101436,2024-12-22 00:00:00,email,,162.0,1.0
T86095,C100465,19/12/2022 00:00,chat,??,124.0,0.0
T15234,C100931,2023-01-10 00:00:00,whatsapp,technical,111.0,0.0
T36699,C100358,2023-06-24 00:00:00,email,billing,7.0,1.0
T20674,C100164,28/06/2024 00:00,,??,47.0,0.0
T46905,C100235,2024-09-14 00:00:00,,,124.0,1.0
T52389,C100827,2021-08-26 00:00:00,chat,??,74.0,1.0
T51220,C100755,20/03/2023 00:00,,technical,1.0,
T25957,C101058,12/03/2022 00:00,email,technical,151.0,1.0
T95862,C100383,2021-10-13 00:00:00,email,,16.0,
T47974,C100004,2024-04-30 00:00:00,chat,general,12.0,0.0
T95248,C100586,2023-02-20 00:00:00,phone,??,292.0,1.0
